User_ID,Age,Gender,Height_cm,Initial_Weight_kg,Stress_Level,Sleep_Hours,Caffeine_mg,Calories_Consumed,Protein_g,Carbs_g,Fat_g,Steps,Workout_Type,Workout_Intensity,Temp_C,Weight_Change,Current_Weight_kg
129,34,Female,157.6003931423478,91.57913575829741,1,7.189180140748997,151.69008692168813,2280.8231299670592,142.6,256.6,76.0,7886,Cardio,8,28.746199705220658,0.12149785523178197,97.54037350625036
553,44,Female,179.68874443405693,118.2212234572103,6,5.988746278681406,238.60188140921952,1822.8979848700099,113.9,205.1,60.8,7967,None,0,8.98849022948919,0.06256350978857275,122.57191708964352
108,64,Female,175.24230196970993,93.80854333940911,2,6.641282521282645,149.54170319213011,2342.8976999440592,146.4,263.6,78.1,7976,Strength,9,20.57368203670595,0.1079468993537539,99.69027931691578
221,45,Male,183.35910987920565,85.14731838634869,4,6.94206356182356,120.1474470065053,1063.668847950405,66.5,119.7,35.5,8140,None,0,29.454339043975352,0.02484990058140124,90.92225434368316
585,60,Other,172.72082039018497,107.1034908109906,7,7.515393985216893,125.86166235302733,2488.2292767168406,155.5,279.9,82.9,7975,None,0,26.947321527921936,0.25869766089287904,111.6019933432064
384,37,Male,177.2513369975042,112.76464060001445,4,6.891478922103422,68.15382155018878,2461.4488829856164,153.8,276.9,82.0,8163,Strength,8,25.330301394857486,0.1855679203490428,119.85504682772502
485,55,Male,164.37766498716783,123.04628063236335,4,8.866567319674765,258.8239350194182,2672.8919571579586,167.1,300.7,89.1,8182,None,0,37.56768329155904,0.2740566360021188,127.86570499792123
335,38,Male,179.1544977468872,137.34304230388062,7,6.947326705342452,232.82230008953513,2780.178408330751,173.8,312.8,92.7,7974,Strength,5,11.695501653883637,0.2203623664941911,143.09927064447464
461,38,Female,183.84617177592932,106.77183675857987,4,6.969015898256021,250.13753935205142,2676.359953144722,167.3,301.1,89.2,7954,Cardio,9,29.806366611343673,0.23760044169023206,113.61090010170504
196,22,Male,158.23335850752815,89.70994912149177,4,7.3792155509024,262.959280132368,1481.4514249389745,92.6,166.7,49.4,7897,None,0,39.3882695964596,0.13080203087480552,97.04799788673147
513,44,Male,155.991765795613,134.8803363451746,1,6.23977873200454,289.2040479201969,1175.9593333289126,73.5,132.3,39.2,8036,Yoga,9,36.09086906751696,0.013482397285062647,140.80898988952904
549,28,Male,169.9461918621596,131.37591766456592,6,5.365466261256266,149.43473840507932,781.2882606416704,48.8,87.9,26.0,7984,None,0,14.560930226908551,-0.0449899470505217,137.16447411480675
160,19,Male,158.63785046743533,107.61946221651087,2,6.1430794857885465,185.3511329717859,2966.29441093222,185.4,333.7,98.9,8106,Yoga,5,29.592717472826436,0.23291935501766728,112.32393887022482
348,50,Female,159.28454842234783,93.55790573003323,2,9.616473537593196,82.4783219141756,2438.4513381586785,152.4,274.3,81.3,7987,None,0,35.74042277962327,0.1960984998061699,99.10737871172867
291,41,Male,173.92808469876172,141.98861729273935,6,4.245821931439931,306.67214948004903,1846.2951120156606,115.4,207.7,61.5,8000,Cardio,9,26.972660644282037,0.15524794980353057,148.05796283573522
420,63,Female,161.4722059948207,117.8208855489697,4,8.280876325059191,226.0931240137457,,127.0,228.5,67.7,7884,Cardio,10,19.76243071045667,0.1041845733067281,125.42992641368664
416,41,Male,167.35722580973385,111.89327144396763,6,3.499480593071287,224.98595738551128,2471.785381962132,154.5,278.1,82.4,7932,Strength,9,30.481560582100776,0.2545916187497418,119.184013985579
111,38,Female,176.26006028113184,136.38479998880638,4,7.390803567072453,239.59078457480308,2016.7800305921653,126.0,226.9,67.2,8140,Yoga,8,30.459252649086633,0.15365514167731611,141.40352827446063
286,29,Female,181.57153043973955,95.98800227020979,9,7.140149516471325,389.20204421020475,2157.322930227933,134.8,242.7,71.9,7927,Yoga,5,24.3500245234682,0.24313632567724572,103.07274789284935
253,23,Other,171.78752469590475,99.73034793142251,7,6.207478104539182,258.5979620340798,2316.4705155219444,144.8,260.6,77.2,8027,None,0,14.686627707297767,0.17465452583371105,105.29437562893412
284,26,Female,159.92551714461527,109.05097768708711,8,5.5067598678156635,413.0727153232684,2049.2836503188196,128.1,230.5,68.3,8030,None,0,30.485154559224053,0.2389225672098198,115.02220378352611
232,46,Male,167.091980068322,108.6355254780036,6,6.992067981314232,411.01368460370793,1305.9882236627273,81.6,146.9,43.5,7952,Strength,9,14.299348095719921,0.02211166130059883,115.22020495242559
291,55,Male,176.66129469201687,130.5399838357061,9,4.82239537332293,363.6969854938773,937.5648789682266,58.6,105.5,31.3,7932,Cardio,7,21.606593472141356,0.07096736722671021,136.6802967459287
535,44,Male,141.8437237387803,97.67310462706268,10,7.2729733687568725,352.08046020738107,1930.706480257261,120.7,217.2,64.4,8073,None,0,24.165441776192,0.2315660374857991,103.10162217410358
395,41,Other,165.77076095913768,85.53822075763107,4,8.474594187220502,167.44188866482224,1072.848213031853,67.1,120.7,35.8,7956,Strength,8,19.259223450546372,-0.02340021871715736,92.78692312433462
559,26,Male,180.52979904737893,91.53719518010368,7,8.313749680503372,280.52236126292973,1395.975447101154,87.2,157.0,46.5,7955,Strength,4,23.995524646977728,0.10225419645148875,96.51167388915499
273,59,Male,171.79120747033818,87.15628938327671,10,3.84886719254348,397.8903625325871,2886.9603178347247,180.4,324.8,96.2,8091,Yoga,10,18.87823531188849,0.3291688152392769,96.020158141351
208,54,Female,175.7772555935196,104.13227117987748,4,8.47330041824285,291.1763747681295,2033.7608084548858,127.1,228.8,67.8,8087,None,0,25.858981991959173,0.13330075088467283,111.28322120240439
552,38,Female,168.75490565677694,89.60442701438726,9,7.378492875336647,380.39417052750116,2719.152795963872,169.9,305.9,90.6,7920,Cardio,6,25.374000983578874,0.3212794589391765,94.98085706933875
133,27,Female,184.90790053547676,119.57091825299172,1,6.222442346930252,0.0,1825.998757335921,114.1,205.4,60.9,7949,Cardio,10,26.050760079216552,0.04842755676005517,125.93763328397718
339,40,Male,158.45930303241548,99.3224435607175,7,4.395550096208665,191.60520179717474,2140.8327659044717,133.8,240.8,71.4,7814,Strength,8,12.68462377132867,0.14360940880094705,102.70657980533883
549,56,Male,171.3424859619212,106.5538358257464,5,4.333104152436347,257.9840333070596,1147.8118663107869,71.7,129.1,38.3,8084,None,0,26.839976076322245,0.043172417131929874,112.38556469311916
165,49,Male,180.42343880054943,94.74641448907107,5,6.006614821165045,297.53379753034534,1517.702479541134,94.9,170.7,50.6,7989,None,0,24.491806731490577,0.08026097905240537,99.67369311308231
353,59,Female,179.41068308388395,95.76423097822898,7,5.518340823913412,387.6472267074108,909.8117392398294,56.9,102.4,30.3,7945,Strength,8,24.410964112652355,0.04127658323510114,101.05988886529906
142,64,Male,182.46321786979522,98.02321729916684,5,5.729141781363692,299.11757749801325,1697.9548929283374,106.1,191.0,56.6,7909,Cardio,10,40.085521528482744,0.18230562404003328,103.59814296405479
478,53,Male,170.38587125286062,129.54042681575933,3,5.400911219337348,250.29464699816975,2161.3416063744726,135.1,243.2,72.0,7907,None,0,25.041729962016284,0.1272834255297099,135.01338235564572
410,38,Male,178.42850112395314,135.34236774059696,8,7.543052472924237,289.8440259412341,3331.9834637440754,208.2,374.8,111.1,8080,None,0,36.776511205144324,0.4365470751266838,141.26783678430456
229,46,Female,170.30620782502967,96.35012805398638,10,4.035999015641575,510.09386416417624,,157.5,283.6,84.0,7977,Cardio,6,32.35494137110068,0.3499204334458171,101.86763325687026
211,30,Male,170.84907214948245,93.91295547155843,3,5.964018854132916,214.29334160213597,1522.3545670272774,95.1,171.3,50.7,7921,Cardio,4,12.22244397269514,-0.019915000868912514,100.38650015187885
384,32,Male,176.32421421766645,89.1951612199798,1,5.889632489333249,0.0,1876.5697125240247,117.3,211.1,62.6,7953,Strength,10,11.925442876428276,-0.015664706069283996,96.26990274162108
117,42,Female,184.03033059629408,97.93577065279719,8,5.698860887193523,118.26260164328005,1548.821533885794,96.8,174.2,51.6,7907,Yoga,10,15.170441176572517,0.09837892024032502,104.19450517415649
357,45,Male,163.6832065325961,118.39125391603228,9,3.3042666581709286,291.74370883644605,2101.0895651837586,131.3,236.4,70.0,7920,Strength,5,28.02736807104737,0.2542783423271535,123.96764351256543
377,26,Male,174.67945402470605,91.81139194671304,2,7.334552449602402,80.47352513592348,2410.3437189854385,150.6,271.2,80.3,7944,None,0,28.24936040282152,0.15535118110312562,98.33876412965688
411,29,Female,179.91090700774834,133.3986502442571,2,7.953050569706435,387.11849616836804,2006.4364947417787,125.4,225.7,66.9,8060,Strength,10,20.11685655508716,0.061266511529779355,139.09923665772052
198,34,Female,157.9832565243603,127.2396821749536,7,4.552753268679525,253.13816221403542,2111.1014127825215,131.9,237.5,70.4,7972,None,0,30.71067554076868,0.22856178629031804,132.50924676686162
547,48,Male,175.9522621954287,108.93554058458126,5,5.351116067084383,284.7003858646118,1460.313603016062,91.3,164.3,48.7,8035,Strength,4,29.25470223386849,0.09623902238354964,114.3391379455952
199,41,Female,181.5956709217896,129.82398628108243,4,7.613829581057127,182.5142913229533,3140.9178818175724,196.3,353.4,104.7,7901,Yoga,7,22.66099801246537,0.26264746389144883,136.21803304908457
394,58,Female,176.8993036912722,125.32918178722095,10,8.466938496732993,359.5872370241918,2054.645038882511,128.4,231.1,68.5,8038,None,0,39.95760283532537,0.3269144261527105,130.55706486707965
180,56,Male,161.32335748669308,89.21490691850703,4,8.357630532636932,354.90651161889116,2017.7721818338352,126.1,227.0,67.3,8114,None,0,18.11792527974874,0.09229402230789979,96.486341544899
300,59,Male,150.81297370003165,116.05151935633499,5,6.795623687945478,346.6070988424672,1694.914390300395,105.9,190.7,56.5,7942,Strength,8,32.958383679589794,0.1460000643244072,123.84691760354
311,57,Male,178.51878446500857,139.70243643236057,3,8.044928085560702,136.0902214554046,829.161374487011,51.8,93.3,27.6,7875,Strength,4,16.893027837627784,-0.0862038381512103,143.49639858670602
283,32,Female,176.67057196106822,128.21052829662153,9,5.591365316751935,229.86199233847213,1330.3505574810447,83.1,149.7,44.3,7988,None,0,25.34402413638346,0.14019898096084082,135.32087196466455
317,30,Male,186.67227388859533,112.6732402108876,3,6.182484273697723,312.0070599754066,2423.9340513718016,151.5,272.7,80.8,7860,None,0,24.28114577242387,0.15797508618313255,117.77154144643723
465,53,Female,175.24074269878005,118.2566881855632,6,5.8143228795488415,99.22816034129107,2364.5953596182376,147.8,266.0,78.8,7986,None,0,25.596103119507926,0.21579354931419387,124.45298107969023
357,44,Female,160.29804442434485,99.76609576164023,8,7.747327807027301,467.27148625537734,1825.5295499360336,114.1,205.4,60.9,7990,Strength,10,18.353426588287036,0.1495382866127815,105.49202364478616
291,61,Male,137.6739471410015,117.30182962866027,3,4.7752033689875075,206.07935709216784,1983.8043064400674,124.0,223.2,66.1,7914,None,0,17.66697041655473,0.06729450226979539,123.50943704115267
138,64,Female,163.079567054246,104.42010423103687,3,6.242283178233142,118.95637102582577,2560.2428715669803,160.0,288.0,85.3,8185,Strength,4,29.302417714929433,0.19807555674351907,109.75134823486016
523,60,Male,164.29640574835946,136.2629415995384,1,6.8136506609352985,347.58150652896956,2203.476452987975,137.7,247.9,73.4,7999,Yoga,9,20.514628162452706,0.06935330786697888,141.70193558158326
278,23,Female,163.84044287930928,110.5632666220748,7,9.792614153150241,249.81846385541348,2407.524437673196,150.5,270.8,80.3,8049,Yoga,9,25.23488402607749,0.23903765878924416,115.36212081221264
599,53,Male,156.72269621796352,104.29882549167019,3,6.4619463256379195,172.8459534116423,2263.0832708948765,141.4,254.6,75.4,8130,Strength,9,23.91730258706147,0.13301615850607054,109.318038172048
311,24,Female,177.07164953179642,89.33664803985708,2,7.241385490916658,149.80698026940698,2045.6923240122896,127.9,230.1,68.2,7937,Cardio,4,27.086068842102517,0.10223573261037705,93.23284592681291
165,52,Male,185.60744336869442,140.4765116547592,6,8.059311994294607,370.4868437320533,2220.474763269653,138.8,249.8,74.0,7906,None,0,23.208872741951605,0.1858071035283277,145.58959738229876
208,48,Female,167.31583893259656,94.63354594429022,1,6.58515690433577,127.26302306609367,2000.0893511652753,125.0,225.0,66.7,8069,Yoga,8,41.77242711881959,0.14864505998785665,101.93314102680499
440,48,Male,181.24655513119,96.05504964011031,10,7.029642591229672,418.6847845573588,1759.4971598828142,110.0,197.9,58.6,8066,None,0,19.20980038409642,0.18461118718664848,100.20095709649186
311,43,Female,188.26298901207363,138.57802973478704,4,7.2910778417473825,469.3740068849464,2535.3889660647314,158.5,285.2,84.5,8024,Cardio,10,23.273904642487416,0.18604687811261866,142.6602744998555
217,62,Female,182.60847846721256,129.7113603026441,6,8.706975746403264,227.76039213156503,1581.6865916759984,98.9,177.9,52.7,8040,None,0,20.90677865714739,0.09022046363326924,135.59471043269096
581,44,Male,182.66264194697754,131.06440955959772,6,6.832467090056056,126.09559711874238,1539.417271794668,96.2,173.2,51.3,8057,Strength,8,24.99927662488064,0.10505176474275835,134.91442074773988
177,26,Female,165.2168715081058,144.783680038208,1,6.003625241316206,137.08806475694868,1702.115244130289,106.4,191.5,56.7,7891,None,0,24.722123797871436,0.02617894073787956,152.50070706163896
152,20,Female,168.5665169606886,104.54005937663618,3,5.928802760848504,83.80160559685012,2593.0350516021085,162.1,291.7,86.4,7948,Cardio,5,17.793469273902637,0.14676453921827187,111.24669161922981
430,57,Male,174.62217702936766,140.97052580150805,8,3.0,291.59679237692876,2395.0151800006324,149.7,269.4,79.8,7931,Cardio,10,25.846481931447922,0.2614544027309148,146.40064555532956
294,34,Female,175.30342837370938,103.16759961301355,5,5.251988654755792,31.27401886978086,1982.5203620018958,123.9,223.0,66.1,8080,None,0,32.69353597255241,0.18087725068551913,106.52122378734028
406,56,Male,174.4286599985589,127.40492780914045,2,8.67132528030962,241.00003311013216,2261.5437384479424,141.3,254.4,75.4,7979,None,0,29.465548569183145,0.14181578247118964,134.59780643840568
558,47,Male,171.57603207078614,98.46766280165127,10,5.8911893185967745,421.5645537573974,1896.082959720889,118.5,213.3,63.2,7870,None,0,26.196079345848407,0.2389143308921281,106.08153172672016
230,25,Male,162.96202052087503,105.14644926529559,8,5.783701138393299,180.06675254455445,2521.106491268215,157.6,283.6,84.0,8002,Cardio,8,30.39682899454045,0.2999899663495267,112.09131048489427
432,20,Male,173.32832867424133,137.35343640303302,3,7.702395192060151,193.51093530536428,1303.7894337447094,81.5,146.7,43.5,7939,Cardio,4,16.06988328835473,-0.029212886535103927,142.9738993819178
557,47,Male,178.8730916244431,118.73844115761902,10,8.621881679652322,327.5964270918057,2927.5361044855185,183.0,329.3,97.6,7957,None,0,26.594821396619462,0.3741379950115197,127.06113371757779
479,53,Female,172.9756589420491,96.57525395561062,4,8.46506068463755,176.75172603552681,2294.765696673856,143.4,258.2,76.5,8103,Yoga,10,25.86864762035805,0.16711248442307022,104.60340939683961
119,31,Female,187.75215387828447,94.2650098372979,3,9.570571779214335,195.7328101499803,1769.356611172239,110.6,199.1,59.0,7999,Strength,7,10.36489692138752,0.0022254514258431,102.9775622800329
467,40,Female,176.14984229182662,118.46844423756764,7,3.15454842349779,19.123813178659418,2538.159416652846,158.6,285.5,84.6,7962,None,0,23.96841131135933,0.25039587690132215,124.34118022325126
187,19,Female,160.32531908701296,93.59164490485357,2,7.0317430813424044,231.56023923682582,2293.2771357585007,143.3,258.0,76.4,8043,Cardio,6,28.011171992885455,0.1381317866863105,99.67246143418204
321,42,Male,156.42506195074031,110.10051707656342,7,7.359246236258369,389.94650395143447,2771.557435775979,173.2,311.8,92.4,7944,Cardio,9,19.91818121115706,0.26060615745526305,116.19379490173168
520,64,Male,162.60899505958176,128.72912207200983,8,6.825363302855602,141.44091994724013,2322.6384986758017,145.2,261.3,77.4,7903,None,0,12.653278522248561,0.18632215001502658,134.82604681911462
131,40,Female,165.9830206852904,143.9584277362285,5,6.409741901732999,265.97227733624317,2250.752965059167,140.7,253.2,75.0,8109,Strength,10,25.468357169527966,0.179345092998181,153.6300979297608
190,35,Male,167.59364727875175,99.81926826287841,10,5.844776643015467,262.94264112916875,2670.3544091313843,166.9,300.4,89.0,8025,None,0,19.508859082449597,0.3047412965981421,106.71348274570451
349,62,Female,181.50220806374634,121.7961793155097,1,8.123179950801282,71.24683219887677,1699.4778905353737,106.2,191.2,56.6,7978,None,0,30.65285692173281,0.05476509290330131,129.44174515906946
551,35,Female,178.4081751637431,139.63747235107954,3,3.8410658515368086,168.97806218306445,2981.5673896594967,186.3,335.4,99.4,8013,Strength,4,24.260096837142743,0.22901475557006393,147.7252042039159
209,36,Male,160.33669830768565,106.17246887513242,5,6.866039898355394,286.5354926140933,2337.388794450523,146.1,263.0,77.9,8064,Strength,9,21.279102688594396,0.17002522700797498,113.35318703774252
195,50,Female,168.742622024153,131.77572811365468,3,6.594501058381847,155.75498908408645,2709.8483119278003,169.4,304.9,90.3,8039,None,0,10.561091435148393,0.1250148699802182,137.98571857935073
405,54,Female,173.02198278615597,144.79152662853937,5,4.514261242812975,327.490138562405,868.9865082960669,54.3,97.8,29.0,7820,Cardio,8,20.214276213601668,-0.023967167638130144,148.4728092287858
372,56,Male,165.29310655873093,87.86563797981259,9,5.000633140467798,524.2600747202089,3348.616087243442,209.3,376.7,111.6,7952,Yoga,6,30.628783961522437,0.4290351865491847,97.02257630659209
372,63,Other,177.48536730650204,138.9184199192966,4,9.442430893054253,262.0017353157947,1918.7740455907788,119.9,215.9,64.0,8032,None,0,34.4102376798537,0.16158201683097137,148.23694026290707
297,35,Female,184.12909896799437,99.80911705080113,9,8.225422231881952,207.45843363316718,,209.2,376.5,111.6,8036,Yoga,9,33.46579673326431,0.44230838435564757,107.68439389226944
516,50,Other,176.1659413869586,130.56169597700068,8,4.507967214081811,238.17900609042277,3270.39730628658,204.4,367.9,109.0,8151,None,0,12.54959262301863,0.3068226132821814,136.08051706945258
255,24,Male,161.44159591678184,113.80424772475769,8,6.587822117400674,456.6569541740257,2454.689953818275,153.4,276.2,81.8,7901,None,0,19.989092241746704,0.2401674249080766,118.27386721101077
151,48,Female,183.35917732040892,92.83800492859834,6,6.6618389262594775,294.74532871634267,1717.873558777311,107.4,193.3,57.3,7918,None,0,16.844905756242383,0.08861438489947741,97.59540978126181
486,58,Male,165.75359868435203,133.6975211885209,2,6.122281371631423,96.87186879805706,1585.2401786668727,99.1,178.3,52.8,7956,Cardio,8,22.2567472461574,0.018131811382328916,140.1133958940802
410,55,Male,166.9367523072536,120.2686640917913,10,5.481720487596396,412.5844129924598,1519.2440131657731,95.0,170.9,50.6,7913,Strength,6,27.953282364532356,0.19840188972297862,126.39253502522187
413,27,Female,166.49313378617876,125.00547603700252,3,6.147753928341158,27.737240225112572,2706.163540982382,169.1,304.4,90.2,7931,None,0,23.60342164449101,0.1906479793457081,133.32589917163278
447,36,Male,153.69169472421441,125.77179758177414,8,7.107537396296485,315.3579199921978,2020.3662535467708,126.3,227.3,67.3,8178,Yoga,8,37.52382201695059,0.2691270650908271,132.92538391762716
435,29,Male,174.32893025338035,117.50949610478295,7,5.67654802291037,212.54257586202363,1464.0945780817528,91.5,164.7,48.8,7948,None,0,4.755724243932637,0.014960168156687381,125.74453128553661
464,28,Female,154.8212984519477,114.39216138490241,9,8.229177963363485,466.45264794340596,2223.7254940160888,139.0,250.2,74.1,7927,None,0,31.63565851186625,0.2881882052021133,120.85893289730653
547,32,Male,156.59878282506241,140.94665199885617,2,7.016087017403488,158.07566937909675,1834.021641176328,114.6,206.3,61.1,7988,None,0,27.186827293777643,0.07482482579914729,146.42507418566925
354,41,Female,180.81301680409487,115.09294890511913,7,6.3219534817689205,332.98641681959657,1920.3578109736238,120.0,216.0,64.0,8007,Yoga,9,17.63710393876802,0.13813036527483025,119.81533368496085
427,19,Female,170.57310028049363,85.03130200305554,4,8.646073908741473,124.49392283771256,849.6596349026818,53.1,95.6,28.3,7983,None,0,16.19761257345595,-0.06791880272977457,92.04157487446061
191,63,Female,176.59947924685298,92.92887883487083,1,7.437997019836781,171.2385866953363,1752.219255376491,109.5,197.1,58.4,8100,None,0,36.459286605673896,0.08963010255778388,98.46327513404889
551,19,Female,182.61274966887026,93.29905794700252,5,7.875125222540694,192.0694980370446,1250.0637714444283,78.1,140.6,41.7,8063,None,0,31.856968926228433,0.08171184958063507,101.46850164941952
490,55,Male,170.0294486465062,105.84479580370643,2,9.107431944737225,179.88864419839808,2494.0600473212767,155.9,280.6,83.1,7928,None,0,39.09770703832935,0.2205984980472238,111.65207310115122
257,31,Other,175.3401403063987,110.21291460367672,7,6.1573042184987985,218.6758304484057,1390.247174223596,86.9,156.4,46.3,7984,None,0,38.927190319358886,0.17592692660418785,116.58221779290062
175,52,Male,190.04848398902885,106.71885919577014,5,7.1057587882660584,145.128009231634,,246.0,442.8,131.2,8092,None,0,26.96106117102263,0.4058166733881352,113.67227317367897
482,18,Female,180.03255038849863,127.40447955737022,6,4.540664606109932,294.51151516551283,1455.8334432583854,91.0,163.8,48.5,7952,None,0,27.58721744592577,0.10801142618093432,133.6614205221503
295,46,Female,169.13791573651136,115.91090588135623,4,3.4545451162807814,101.80496552441895,2415.7035246529067,151.0,271.8,80.5,7896,None,0,19.315117594517528,0.1517760457197184,122.7041996738282
293,44,Female,172.0551273221066,105.52479638219049,5,6.30593553232086,314.22459774670017,1855.9493432806482,116.0,208.8,61.9,8028,None,0,32.615025591692415,0.16448023747542942,112.55689071698407
522,34,Female,164.97112983167227,111.20337782434142,1,8.136157075287427,87.80276802456876,2082.0823688698115,130.1,234.2,69.4,7901,None,0,30.785315878866175,0.10575794764582154,117.08040349990623
223,34,Male,168.2118623751198,118.46582706768515,4,5.2972368582511296,386.0267120688952,2513.6481134028686,157.1,282.8,83.8,7995,None,0,21.45334164873734,0.17436224245185145,124.97072132884745
452,57,Male,166.13819007695156,117.81677249536855,1,9.84803169173442,411.82294158692184,2612.569314713433,163.3,293.9,87.1,8134,None,0,39.0301018704507,0.21393461948819717,124.31101028014339
177,25,Female,165.6835627241376,126.00262314551233,9,5.3146726824169255,292.69817020737986,3335.3124759631673,208.5,375.2,111.2,7896,Strength,4,15.289935671926843,0.35107987004316243,134.07073003898648
408,33,Female,168.10402132460257,94.87972700135163,3,5.433604805708717,409.4622578412717,2101.175041998326,131.3,236.4,70.0,8030,Cardio,9,26.41941812618407,0.12533302682117914,102.70860798463647
346,50,Male,185.75241447923113,86.5067997374311,6,6.265382370133221,63.25082182125985,993.4490629579343,62.1,111.8,33.1,8032,Strength,6,17.44494523130231,-0.0034165210783887456,92.20245181357379
112,36,Female,188.22152572308008,106.50177336527562,10,5.526314577457257,169.76348926145198,2360.562288057,147.5,265.6,78.7,7863,None,0,13.913988342935966,0.2378841999039006,113.72282546170885
469,28,Female,155.1793047641276,121.19968997005739,3,7.45170946137861,0.0,2019.6375079980398,126.2,227.2,67.3,7913,Cardio,8,32.04511696533402,0.1438472308870216,127.89458950288574
172,34,Male,172.85514745567937,108.1694629636483,5,9.652922992810272,126.890991426916,3107.14880104435,194.2,349.6,103.6,7955,Yoga,7,26.489088764847455,0.29695232274774597,116.13069232526217
593,30,Female,137.11814830177312,134.01844900880678,5,7.497574663989779,151.79460573574033,2125.5433949140534,132.8,239.1,70.9,7878,Strength,5,30.11408926410069,0.18823777033531558,140.98502961676678
424,60,Female,174.5662471774755,114.26480805581932,1,5.536999550252301,116.51428667860068,2500.060939837286,156.3,281.3,83.3,7940,Cardio,5,36.62575252189394,0.18891806215543758,121.4784465188997
510,24,Male,150.64714523179362,144.03978420008514,8,6.328049998610495,75.01466812949329,3476.768038098119,217.3,391.1,115.9,7897,None,0,10.931410318289657,0.3276497621669616,149.71436938175364
108,22,Female,190.68540024816838,126.22531741091967,6,5.893705656534156,149.56046653586395,2191.13429471066,136.9,246.5,73.0,7934,Yoga,9,15.934963175928711,0.145393771902673,132.252447160329
345,62,Male,155.15546646699033,138.345578739474,7,4.410144922445533,278.03022548247174,2971.1785417223286,185.7,334.3,99.0,8183,None,0,21.047936497575638,0.2901880861747607,144.13700255071063
382,44,Female,161.5975559344041,89.08021268715065,9,4.907099784366256,445.1575325192816,2334.5660897272164,145.9,262.6,77.8,7985,None,0,8.49119616781227,0.18637744270839682,93.94385598744879
420,25,Male,167.68978778083593,132.24491824118613,1,6.326913398086663,303.87317072637234,2363.213111743634,147.7,265.9,78.8,8038,None,0,26.489113239405032,0.11964575386935855,139.97360485977242
471,59,Female,177.78826525840736,113.19463703669656,8,6.844397554761616,319.29844232144035,3047.345515359882,190.5,342.8,101.6,7983,None,0,22.561980943106978,0.3293167898272079,121.21835913210869
264,35,Male,163.21771592213352,97.00443016638555,4,6.687373368450825,240.89031477594742,2454.624934518039,153.4,276.1,81.8,7945,None,0,24.407920684263892,0.18188645638903017,102.8312006168247
306,49,Female,183.8142907699751,126.61769541281521,8,5.9751454947065765,256.82423064152397,2909.7655544853455,181.9,327.3,97.0,7996,None,0,31.21881204834322,0.3546250846337523,130.43251161339856
502,40,Female,177.01842802970847,117.41746787422291,10,6.525619480371995,361.50510343060824,2119.4670136734503,132.5,238.4,70.6,7977,Cardio,5,25.938043129584475,0.26574339924187695,124.68660796411382
200,64,Male,164.0976362484839,129.43492512157817,8,4.915648157739099,263.9627629719216,1789.9810830631864,111.9,201.4,59.7,8149,Yoga,6,32.50199250601613,0.21433943219196636,136.10683559965926
500,64,Male,177.476832374636,97.50886077513881,1,5.255665077993304,79.78461616009989,1058.273808544442,66.1,119.1,35.3,8018,Cardio,6,5.859924543194431,-0.15280615972414358,103.25653541060979
367,20,Female,167.23813789232952,89.89983840617887,7,6.278284166046766,254.72287720781148,1768.5358007151576,110.5,199.0,59.0,7964,None,0,27.656798743152255,0.16887002844067353,95.2252757585849
398,38,Female,176.77976818509168,120.89433958127303,2,6.01024284733274,148.35796157642068,3260.033527097985,203.8,366.8,108.7,8130,Cardio,8,34.806749853990375,0.296937454087872,126.29244605833946
466,51,Male,174.05285589665777,136.12603681222976,5,5.86209411723441,178.86104955852954,2520.9285245098054,157.6,283.6,84.0,8227,None,0,44.609765805522784,0.3091565378384111,140.99420748692822
287,32,Female,169.40664554150354,128.42256137763871,6,4.987008103897708,325.86383246371406,2243.376902155233,140.2,252.4,74.8,8080,None,0,35.50502797176664,0.2488121834287769,133.24726907301786
369,33,Female,183.58229183074934,143.17113186569722,6,7.251883628435033,323.51549523646395,2152.1674642532384,134.5,242.1,71.7,8045,None,0,16.742005836453544,0.14344335787316448,151.94589270639358
107,28,Female,148.90777611793374,91.09656691537448,6,8.455003691042737,220.3175954049882,1924.5547402012958,120.3,216.5,64.2,7955,Cardio,8,4.292831480696609,0.052387392061659974,96.21367957149809
417,23,Female,166.11619460014407,133.6779645329916,5,5.283904069649175,12.334056274104341,3662.8488847793137,228.9,412.1,122.1,7805,None,0,18.849213201868572,0.3321717869763533,142.56719182252687
546,27,Female,164.73545658732024,138.49374047350076,8,7.596924337101854,249.9751567497477,2427.965698828402,151.7,273.1,80.9,8100,None,0,26.761096420696823,0.26889843000327657,144.71038311909862
591,36,Female,166.0008454806777,112.00340038130116,7,6.62674959400382,262.98046992018305,1610.8467146037008,100.7,181.2,53.7,8075,None,0,20.64428624831327,0.11240336387408162,119.50175688700315
304,35,Female,180.39326463751297,122.19845609521951,5,3.3468074308279556,211.67209614299387,1667.832289310973,104.2,187.6,55.6,7980,Strength,4,17.463734402103427,0.06469299529765649,127.5929434130713
473,21,Female,148.70044963264493,133.56378055499107,8,6.767237800313542,128.94666038719535,3051.4435555686578,190.7,343.3,101.7,7914,Yoga,10,22.658045013281054,0.330904323192205,139.0231763722436
139,39,Male,184.13467472911796,138.38178489464474,4,8.39981949811103,427.98957436285434,2699.1186849017054,168.7,303.7,90.0,8075,None,0,14.712491251455779,0.16407841100641812,144.26477124019635
